,average_training_loss,average_validation_loss,validation_correct_count,validation_accuracy,positive_correct_count,positive_accuracy,negative_correct_count,negative_accuracy
0,0.694757457290377,0.6925081014633179,148.0,0.5920000076293945,0.0,,1.0,1.0
1,0.6927430665391123,0.6924216747283936,144.0,0.5760000348091125,0.0,,1.0,1.0
2,0.695511749995652,0.6927313208580017,141.0,0.5640000104904175,0.0,,1.0,1.0
3,0.6932425269510893,0.6933203935623169,128.0,0.5120000243186951,0.0,,0.0,0.0
