,average_training_loss,average_validation_loss,validation_correct_count,validation_accuracy,positive_correct_count,positive_accuracy,negative_correct_count,negative_accuracy
0,0.6925303782133952,0.6917646527290344,14398.0,0.5759199857711792,6732.0,0.5808455348014832,7666.0,0.571662962436676
1,0.6921608006841276,0.6911265254020691,14602.0,0.5840799808502197,7333.0,0.5823538303375244,7269.0,0.5858317017555237
2,0.6929804034045209,0.6923868060112,13973.0,0.5589199662208557,6530.0,0.5637086033821106,7443.0,0.5547853112220764
3,0.6925821326127867,0.6915711760520935,14346.0,0.5738399624824524,6751.0,0.5816317796707153,7595.0,0.5670872926712036
